OBJECT,MJD,RV,HALPHA_INDEX,ERR_HALPHA_INDEX,S_INDEX,ERR_SINDEX,logRHK_INDEX,ERR_logRHK_INDEX,NAI_INDEX,ERR_NAI_INDEX,SHIFT_BARICENTRO_HALPHA,ERR_SHIFT_BAR_HALPHA,SHIFT_BARICENTRO_K,ERR_SHIFT_BAR_K,SHIFT_BARICENTRO_H,ERR_SHIFT_BAR_H,ERR_SHIFT_BAR_D2,ERR_SHIFT_BAR_D2_2,SHIFT_BARICENTRO_D1_2,ERR_SHIFT_BAR_D1_2,MEAN_SLOPE_HALPHA,SIGMA_SLOPE_HALPHA,MEAN_SLOPE_K,SIGMA_SLOPE_K,MEAN_SLOPE_H,SIGMA_SLOPE_H,MEAN_SLOPE_D2,SIGMA_SLOPE_D2,MEAN_SLOPE_D1,SIGMA_SLOPE_D1,DISK_PRESENCE,STy
HD85512,55642.211,-9.59,-0.037258,5.9E-5,0.016446,0.00811,-5.033445,0.82746,0.16842,0.05377,0.727723,0.053842,-0.220948,0.206792,-0.080771,0.177592,0.752866,0.332026,0.186471,0.177148,1.047808,3.491244,1.824502,4.282728,-13.388853,16.437063,16.31129,8.6116,9.121981,5.785418,0,56.0
HD85512,56356.072,-9.59,-0.037436,6.9E-5,0.014831,0.011826,-5.10812,1.016702,0.163829,0.028575,0.683333,0.042037,-0.18012,0.250968,-0.17139,0.241507,0.374906,0.225735,0.341872,0.329269,0.408651,3.069762,53.850938,10.135224,-7.996517,6.5533,9.352177,6.725228,18.263613,3.744225,0,56.0
HD85512,56477.966,-9.6,-0.037643,6.8E-5,0.013514,0.011214,-5.169049,1.142014,0.170369,0.033114,0.676765,0.045809,0.166909,0.236935,-0.315638,0.249441,0.606198,0.380406,0.276079,0.129881,1.410383,4.073641,-1.041042,4.927518,-56.245559,6.629442,21.541317,3.793438,-1.448086,4.286013,0,56.0
HD85512,55712.006,-9.6,-0.037556,6.5E-5,0.016729,0.009179,-5.02111,0.794869,0.177835,0.033134,0.682289,0.045794,0.045265,0.176435,-0.179233,0.232425,1.069244,0.287194,0.357883,0.160862,0.412945,3.650274,19.23379,9.700168,-38.78892,22.779827,14.376561,6.101846,16.362532,4.29891,0,56.0
HD85512,57476.989,-9.56,-0.037104,7.2E-5,0.01665,0.009429,-5.02111,0.788041,0.164523,0.042824,0.755304,0.059466,-0.036434,0.291775,-0.176316,0.199403,1.388867,0.194553,0.125344,0.110739,0.987874,3.308939,0.788775,4.815715,-70.955401,7.89355,1.833088,3.512162,7.671273,5.764752,0,56.0
HD85512,55643.13,-9.59,-0.037626,7.4E-5,0.016598,0.007602,-5.026031,0.799107,0.1619,0.019851,0.715471,0.047176,0.060552,0.199316,-0.219161,0.189806,0.455247,0.110439,0.289803,0.301024,1.505328,3.518682,2.464994,2.273111,-23.322755,18.232035,16.883519,4.179693,27.012087,5.252132,0,56.0
HD85512,55644.201,-9.59,-0.037631,6.3E-5,0.016361,0.007358,-5.026734,0.797155,0.15593,0.030821,0.684404,0.047326,-0.042055,0.172102,-0.217815,0.183991,0.378764,0.262967,0.168446,0.150956,0.361295,3.617753,5.768062,7.044714,-62.90355,10.96756,27.988956,5.272773,20.269853,5.475425,0,56.0
HD85512,55734.952,-9.61,-0.037411,7.5E-5,0.01539,0.035677,-5.061216,1.369492,0.167334,0.024916,0.750039,0.060097,-1.212469,0.936627,0.06932,0.751152,0.599805,0.197256,0.234357,0.278894,1.846123,3.303155,10.160858,3.926587,-44.184558,5.980447,9.781677,3.428676,29.499666,8.141064,0,56.0
HD85512,55963.317,-9.59,-0.037797,6.2E-5,0.016022,0.008218,-5.045985,0.831646,0.1745,0.029221,0.676673,0.038444,0.055568,0.180256,-0.091687,0.209501,0.214895,0.17196,0.193876,0.13021,-0.029689,3.081363,-10.544841,8.443317,-13.372766,16.528996,26.378492,5.324975,11.795909,3.30975,0,56.0
HD85512,54884.094,-9.59,-0.037,5.7E-5,0.021283,0.008203,-4.864638,0.568116,0.159955,0.033228,0.730747,0.049328,0.099655,0.180994,-0.211205,0.251992,1.518726,0.250301,0.270159,0.235387,1.771035,3.489874,-25.792772,15.74366,-31.857984,9.794407,15.039139,6.458616,8.496195,5.782758,0,56.0
HD85512,55247.25,-9.59,-0.037395,5.6E-5,0.018859,0.008422,-4.939481,0.668697,0.166921,0.02881,0.683697,0.040931,0.216925,0.214524,-0.074564,0.204982,2.035501,0.336439,0.143348,0.264971,2.134883,4.399803,3.88184,3.101723,-15.564514,23.653564,24.949003,6.037048,23.679034,3.940146,0,56.0
HD85512,58241.005,-9.58,-0.036904,6.4E-5,0.01973,0.006074,-4.912666,0.614199,0.181458,0.024009,0.864475,0.033839,0.211874,0.183288,-0.068611,0.15363,0.841392,0.292464,0.334806,0.286208,1.733773,3.484695,5.360823,5.042603,-25.279275,66.46229,6.687555,3.48919,6.97471,4.646199,0,56.0
HD85512,55634.12,-9.59,-0.037399,6.3E-5,0.015898,0.009207,-5.052139,0.850906,0.171006,0.068821,0.692985,0.045569,0.202216,0.22112,-0.228273,0.218584,1.047906,0.345116,0.187524,0.465107,0.723022,3.479974,-3.019342,10.282527,-4.398228,3.923149,15.387244,4.282227,8.62288,4.932008,0,56.0
HD85512,55932.366,-9.59,-0.037665,6.5E-5,0.016561,0.008448,-5.020854,0.803754,0.170938,0.041183,0.716591,0.051078,-0.179566,0.18999,-0.157189,0.232968,0.739999,0.2386,0.16731,0.275583,1.468373,3.381787,0.0635,2.718325,-21.863087,9.721096,12.595426,1.712677,10.459126,5.676073,0,56.0
HD85512,54525.23,-9.59,-0.036848,7.7E-5,0.022597,0.006677,-4.834006,0.527696,0.160143,0.033476,0.732098,0.051844,0.268439,0.203022,0.008007,0.162516,0.061926,0.329446,0.064664,0.356218,2.287653,3.508482,-38.829582,15.708162,-19.216496,40.906326,12.332315,2.771827,3.167318,3.191062,0,56.0
HD85512,55898.337,-9.59,-0.037553,5.8E-5,0.016618,0.009715,-5.019797,0.800606,0.16897,0.027747,0.725116,0.042078,0.156674,0.216442,-0.227861,0.236328,0.946609,0.377583,0.315617,0.158962,1.998094,3.097701,-65.814784,31.254618,-24.998518,20.374567,32.755631,4.536267,7.767729,4.148684,0,56.0
HD85512,55615.148,-9.59,-0.037417,6.1E-5,0.018522,0.007889,-4.950732,0.670314,0.15909,0.025471,0.653586,0.043053,0.129466,0.212632,0.071556,0.187872,1.181813,0.157036,0.38071,0.189552,0.996821,4.380865,8.386557,9.334657,-43.556731,30.724717,13.648152,5.951771,30.301983,4.230015,0,56.0
HD85512,55640.228,-9.59,-0.03731,6.9E-5,0.016158,0.009512,-5.049675,0.854799,0.162437,0.036887,0.705341,0.05612,0.148855,0.194736,-0.121621,0.232999,0.15192,0.172606,0.282602,0.487664,0.24595,3.404409,2.429636,3.332388,-18.374615,7.502499,2.996213,3.021309,14.638169,6.753748,0,56.0
HD85512,55612.176,-9.59,-0.037513,6.3E-5,0.018291,0.009503,-4.958061,0.68823,0.157097,0.036533,0.713594,0.046785,0.059068,0.255989,-0.104215,0.235304,1.197851,0.184011,0.315338,0.218475,1.896538,3.625626,-0.964903,10.09819,-34.334967,16.112178,18.790023,4.348245,21.733516,4.360004,0,56.0
HD85512,55629.06,-9.59,-0.037542,6.8E-5,0.016442,0.007478,-5.033971,0.81112,0.141137,0.080438,0.702412,0.049137,0.140413,0.214797,0.049251,0.16211,0.117903,0.180826,0.370942,0.246988,0.989596,3.267155,0.002728,6.40445,-59.598643,12.826798,14.448787,4.43378,29.665746,6.935221,0,56.0
HD85512,56092.952,-9.6,-0.037426,5.7E-5,0.015535,0.00976,-5.070568,0.899803,0.171109,0.048507,0.721882,0.044397,0.079318,0.229509,0.063809,0.262437,0.084758,0.309076,0.358733,0.325266,1.187687,3.349837,12.917969,6.550627,-60.755444,12.446508,22.017771,5.591259,11.416907,4.322707,0,56.0
HD85512,56023.196,-9.59,-0.037468,6.0E-5,0.016071,0.008702,-5.039194,0.81601,0.155652,0.031506,0.727946,0.053376,0.17205,0.241216,-0.007695,0.209028,0.400328,0.112119,0.233885,0.239834,0.562917,3.266685,-2.941798,13.79824,-11.720091,19.025784,21.409499,6.228998,38.363765,6.553114,0,56.0
HD85512,55727.943,-9.6,-0.037699,6.8E-5,0.016274,0.009037,-5.037218,0.842117,0.166743,0.056885,0.695752,0.044754,0.253918,0.225273,-0.221354,0.190926,0.374575,0.440978,0.210089,0.453731,1.193926,3.270385,-6.896187,7.202316,-10.889274,6.588616,19.839157,6.368564,14.155052,3.24042,0,56.0
HD85512,55631.144,-9.59,-0.037475,6.3E-5,0.016185,0.00852,-5.038471,0.833313,0.162885,0.022832,0.66226,0.048292,-0.024204,0.247994,-0.139397,0.192971,0.350828,0.172494,0.168562,0.337088,0.615134,3.790164,8.321994,22.371327,-36.653736,13.905977,8.081765,3.861098,15.847516,4.564586,0,56.0
HD85512,55642.139,-9.59,-0.037475,6.3E-5,0.016196,0.007036,-5.038509,0.819993,0.14981,0.036729,0.693572,0.049488,0.166608,0.194747,-0.25588,0.189528,1.053519,0.308496,0.192388,0.300204,0.291674,3.535778,-6.741199,22.396178,-5.694086,6.680964,15.60456,4.712892,14.798964,3.597593,0,56.0
HD85512,55637.125,-9.59,-0.037286,6.3E-5,0.016079,0.010005,-5.045676,0.855644,0.166068,0.033198,0.68057,0.041651,0.22292,0.263262,-0.064848,0.206791,0.336522,0.324841,0.274369,0.317178,1.776378,3.378527,-6.510936,23.247863,-81.511869,8.13074,1.988455,1.92933,18.036258,4.969014,0,56.0
HD85512,55578.259,-9.59,-0.037632,6.8E-5,0.017232,0.009269,-4.997686,0.758176,0.161622,0.020585,0.629999,0.046778,0.234745,0.233634,0.087743,0.199794,1.490608,0.210727,0.220385,0.339863,3.414107,3.256275,-6.713776,10.358691,-132.877832,17.982436,26.671627,3.303249,27.193763,9.581932,0,56.0
HD85512,55923.352,-9.59,-0.037867,6.8E-5,0.016502,0.007688,-5.021585,0.793663,0.151833,0.052687,0.638256,0.048465,0.088709,0.179727,-0.209428,0.195427,0.976076,0.181306,0.008739,0.263854,1.950916,4.208034,-1.743639,9.122577,-74.950515,16.026071,6.753012,1.181028,9.457621,3.948181,0,56.0
HD85512,55575.286,-9.59,-0.037784,7.8E-5,0.017276,0.008272,-4.991809,0.734158,0.168082,0.029072,0.65293,0.063189,0.200758,0.231327,-0.084357,0.181231,1.738534,0.289112,0.126009,0.159301,0.506952,3.262108,5.143132,4.256741,-33.764595,17.904336,20.458947,3.234917,9.859116,2.271711,0,56.0
HD85512,55943.225,-9.59,-0.037694,5.9E-5,0.016237,0.008426,-5.036688,0.819247,0.161863,0.043704,0.638749,0.043541,0.095855,0.247963,0.016895,0.197193,0.041826,0.399476,0.333279,0.220791,1.874182,3.759798,3.393907,3.11683,-17.590786,12.831221,33.516674,2.901325,15.584317,3.134754,0,56.0
HD85512,56365.242,-9.59,-0.037385,5.8E-5,0.014653,0.009979,-5.111794,0.98248,0.157178,0.027506,0.646502,0.044344,-0.006768,0.259133,0.0736,0.211368,2.251509,0.452053,0.205648,0.129498,0.102939,3.438907,-14.494604,8.450704,-18.721508,19.668507,3.165083,3.305826,9.445337,2.368902,0,56.0
HD85512,55662.043,-9.59,-0.037732,7.6E-5,0.016242,0.009255,-5.036083,0.814872,0.156132,0.043316,0.718027,0.053571,-0.027493,0.184501,-0.161038,0.238358,0.818873,0.2848,0.290409,0.237443,0.290507,3.521632,27.226086,10.726315,-33.068228,11.144991,21.189974,3.164081,2.149338,5.485575,0,56.0
HD85512,55612.252,-9.59,-0.037443,6.6E-5,0.01833,0.007825,-4.961677,0.704858,0.162504,0.037141,0.640891,0.05159,0.05364,0.163633,-0.03345,0.201466,1.545225,0.191181,0.202806,0.378171,0.493077,4.14384,12.763201,16.234408,-102.769539,12.619485,11.103503,4.160937,34.800475,7.413378,0,56.0
HD85512,55895.355,-9.59,-0.037544,6.7E-5,0.016648,0.009207,-5.018743,0.812451,0.162779,0.040064,0.675437,0.047288,0.028705,0.217676,-0.097586,0.227445,0.043642,0.38218,0.275287,0.338112,0.854219,4.18193,-4.321296,3.206972,-22.71286,12.646482,21.300379,3.911914,10.186845,3.851168,0,56.0
HD85512,56309.229,-9.59,-0.037569,6.9E-5,0.014348,0.009472,-5.122177,1.019037,0.155101,0.043039,0.644907,0.048562,-0.117554,0.23051,-0.054114,0.216464,0.536283,0.330396,0.170695,0.226271,-0.27028,3.479621,4.285805,3.170513,-9.258175,14.796676,1.148345,6.490593,13.556863,5.204674,0,56.0
HD85512,55617.285,-9.58,-0.037249,6.6E-5,0.017918,0.009167,-4.978463,0.749274,0.157617,0.032895,0.69478,0.052518,0.156383,0.204878,-0.028661,0.194459,1.26472,0.439751,0.215602,0.336418,2.315309,3.236493,8.867181,4.541451,-12.682906,14.90127,8.606071,3.939382,20.289123,6.907097,0,56.0
HD85512,55694.95,-9.6,-0.037703,6.1E-5,0.01568,0.008444,-5.059497,0.855441,0.166017,0.035352,0.653232,0.043108,0.085201,0.250373,0.001734,0.20587,1.475211,0.271771,0.192541,0.242272,0.184248,3.400315,5.76047,17.241849,-14.881604,34.319114,0.163906,2.880304,25.351216,3.241371,0,56.0
HD85512,54141.246,-9.6,-0.037136,5.3E-5,0.022262,0.006451,-4.842177,0.534998,0.150172,0.062946,0.730128,0.038191,0.144972,0.174293,-0.057869,0.170419,0.348517,0.342956,0.214115,0.393601,1.82381,3.577769,12.869629,18.457596,-62.775227,49.03392,7.922231,3.888981,24.059129,6.695449,0,56.0
HD85512,55927.305,-9.59,-0.037863,6.0E-5,0.016567,0.00729,-5.016894,0.776819,0.160354,0.045799,0.726262,0.043825,0.071947,0.167164,0.108053,0.20898,0.202012,0.163186,0.268314,0.246302,1.884748,4.053926,-3.584876,11.194408,-19.062845,24.131918,7.537448,1.339643,0.78371,4.703397,0,56.0
HD85512,56309.362,-9.59,-0.037637,5.6E-5,0.01416,0.010017,-5.135183,1.052332,0.169664,0.036029,0.651095,0.053659,0.137303,0.203113,-0.108381,0.221892,0.72794,0.272466,0.13345,0.404852,0.411291,3.73422,0.871433,3.074066,-11.262815,3.399193,23.999758,3.586825,5.317144,5.249696,0,56.0
HD85512,57399.302,-9.56,-0.037405,7.7E-5,0.017122,0.008392,-5.015846,0.796055,0.168316,0.028841,0.827199,0.05057,0.585159,0.200722,-0.23484,0.191206,0.822734,0.066839,0.261491,0.109154,2.120119,3.397489,1.191597,4.787779,-18.566245,32.546158,14.564463,5.49482,6.869714,6.664029,0,56.0
HD85512,57370.301,-9.56,-0.037581,5.6E-5,0.017062,0.008018,-5.004557,0.757819,0.176999,0.029953,0.730692,0.047812,0.242778,0.203795,-0.034629,0.218198,0.181055,0.217693,0.004126,0.281231,0.87669,4.2344,-8.683523,32.029999,-7.34217,10.913833,15.767934,3.322529,9.452967,3.458159,0,56.0
HD85512,54524.21,-9.59,-0.036709,6.4E-5,0.022573,0.006746,-4.836625,0.528723,0.170978,0.044817,0.699411,0.040557,0.140858,0.200994,-0.074052,0.129201,0.009501,0.243875,0.138426,0.117898,1.625559,3.595964,14.842348,10.089005,-70.780282,45.413729,15.810134,6.602601,8.363272,4.755139,0,56.0
HD85512,57452.101,-9.56,-0.037243,6.4E-5,0.017161,0.006413,-5.002768,0.743737,0.177677,0.065514,0.695578,0.048202,0.175624,0.203567,-0.043579,0.182591,0.18558,0.108742,0.059548,0.357408,1.51398,3.498214,-19.668772,57.296945,-118.56364,20.248584,9.130194,4.189407,14.47868,4.583498,0,56.0
HD85512,55988.114,-9.58,-0.037331,6.4E-5,0.016554,0.008255,-5.019251,0.781153,0.158402,0.053829,0.644188,0.057386,0.14416,0.227678,0.153557,0.220263,0.76451,0.256025,0.180352,0.452102,1.482854,3.902065,-16.581644,14.410444,-14.622838,22.313255,13.709128,4.849727,23.873982,8.944983,0,56.0
HD85512,55638.066,-9.59,-0.037308,7.1E-5,0.016061,0.007102,-5.041561,0.81723,0.14944,0.037086,0.682479,0.044438,0.019669,0.223243,-0.150021,0.168345,1.814614,0.153504,0.192557,0.260554,0.363316,3.63799,-0.299347,4.392328,-17.586505,23.206687,5.664992,5.633819,30.299429,5.375986,0,56.0
HD85512,56722.193,-9.59,-0.037645,6.1E-5,0.012643,0.011714,-5.218537,1.296813,0.166391,0.058893,0.690896,0.045998,0.22767,0.197297,-0.224735,0.3008,0.161719,0.351975,0.352304,0.376426,0.679359,3.306142,-6.053825,9.8693,-5.125539,4.392758,21.979498,4.415912,5.882543,2.357354,0,56.0
HD85512,57052.191,-9.59,-0.03742,6.1E-5,0.015172,0.008992,-5.08395,0.918413,0.163771,0.021772,0.735392,0.049957,0.013662,0.172234,-0.002025,0.194226,0.339911,0.22608,0.04499,0.261444,0.81447,3.357001,-6.925278,13.035932,-30.603198,10.273542,6.367275,1.77203,8.128234,3.037116,0,56.0
HD85512,55632.143,-9.59,-0.037506,7.3E-5,0.016073,0.007668,-5.044557,0.828725,0.151248,0.030381,0.694584,0.054081,0.18417,0.224868,-0.275002,0.190922,1.019377,0.266328,0.439581,0.223965,0.938711,3.660014,-20.845739,65.382649,-9.420162,5.519563,32.857526,7.000378,17.806938,4.370607,0,56.0
HD85512,55924.287,-9.59,-0.037848,7.8E-5,0.016593,0.008047,-5.018053,0.78976,0.162579,0.043928,0.673584,0.050429,0.062283,0.218425,-0.235885,0.22368,0.194267,0.225212,0.136449,0.669101,2.030344,3.311829,-0.197349,5.812025,-25.488481,8.052998,20.602075,4.295234,20.921303,7.732447,0,56.0
HD85512,57413.235,-9.55,-0.037222,5.6E-5,0.017648,0.007467,-4.982454,0.720836,0.165435,0.03289,0.729232,0.040949,0.256989,0.197024,-0.099015,0.186902,0.412348,0.194336,0.204502,0.233531,1.243588,3.251952,-1.893818,9.439209,-61.320026,8.709814,16.389948,6.65952,13.271903,4.861342,0,56.0
HD85512,55646.205,-9.59,-0.037484,6.3E-5,0.016267,0.008657,-5.034009,0.81305,0.156885,0.040774,0.710083,0.046339,0.281328,0.173594,0.299177,0.240723,0.290862,0.567813,0.107125,0.326327,1.274646,3.452775,1.142843,3.60707,-20.923643,10.720506,13.743563,4.631358,23.061839,3.50297,0,56.0
HD85512,55246.333,-9.59,-0.037581,5.6E-5,0.018853,0.00774,-4.932904,0.658866,0.172809,0.025428,0.742303,0.047268,0.058544,0.190483,0.032468,0.177069,0.032496,0.342439,0.157956,0.109964,1.76311,3.453813,5.418442,9.117256,-65.718254,32.305371,8.188038,4.52677,12.557158,3.477888,0,56.0
HD85512,53002.33,-9.6,-0.038087,6.9E-5,0.013214,0.008842,-5.189333,1.148529,0.140576,0.046666,0.641441,0.048756,0.192554,0.209459,-0.128367,0.202165,0.112694,0.366716,0.170785,0.371463,1.194906,3.181558,34.628985,19.862544,-10.280863,19.000787,14.82271,1.677619,7.467487,3.23015,0,56.0
HD85512,54920.042,-9.59,-0.037605,8.5E-5,0.019881,0.006323,-4.90508,0.608136,0.156218,0.034648,0.790803,0.057079,0.169052,0.201466,-0.08246,0.17999,0.420097,0.194107,0.298233,0.152399,1.710592,3.676192,-6.006014,24.096019,-18.359561,50.317467,8.670056,4.808633,25.522671,5.1017,0,56.0
HD85512,54803.261,-9.59,-0.037119,6.6E-5,0.020676,0.006472,-4.886553,0.587161,0.174595,0.046457,0.719018,0.052123,0.166304,0.158012,-0.03112,0.207046,0.246498,0.224021,0.073276,0.62719,0.33988,3.914084,-25.816618,27.445637,-51.156563,31.381072,13.438231,1.618459,7.376928,12.823792,0,56.0
HD85512,55615.212,-9.58,-0.037483,7.2E-5,0.018273,0.008064,-4.960373,0.686149,0.163446,0.030209,0.649909,0.050615,0.136524,0.246161,-0.023966,0.208474,0.162099,0.24608,0.241518,0.199186,1.553677,3.963524,12.440568,14.152039,-34.301348,50.065407,7.427536,4.118186,19.673684,7.848466,0,56.0
HD85512,54806.353,-9.59,-0.036932,6.8E-5,0.020721,0.006754,-4.883164,0.58251,0.163852,0.036352,0.735015,0.049147,0.189243,0.216847,0.017017,0.219808,3.066435,0.149243,0.139477,0.32384,1.99057,3.313088,0.619299,8.568132,-41.817638,57.277734,15.933692,2.715898,13.175552,9.761024,0,56.0
HD85512,56055.106,-9.6,-0.037278,6.2E-5,0.015093,0.010373,-5.092819,0.98048,0.165383,0.041921,0.770185,0.040153,0.046329,0.219298,-0.263138,0.21631,0.443433,0.252016,0.280889,0.242081,-0.25803,2.585998,-2.34373,3.409531,-45.058061,14.624591,6.658811,9.111251,1.749171,1.620801,0,56.0
HD85512,55988.268,-9.59,-0.037365,6.9E-5,0.016547,0.009427,-5.024741,0.824837,0.164506,0.030366,0.742855,0.053614,0.132137,0.199989,-0.034669,0.25414,0.052426,0.171818,0.155732,0.215794,2.502492,3.310051,2.998463,4.377141,-30.235112,7.556381,14.511384,6.554791,0.874547,9.246447,0,56.0
HD85512,55574.297,-9.59,-0.037807,6.9E-5,0.016885,0.007941,-5.010503,0.764277,0.160332,0.043128,0.676999,0.044567,0.087403,0.2034,-0.067076,0.180962,1.061625,0.362449,0.19601,0.390829,1.862932,3.603943,-10.146934,10.628086,-109.416406,6.22953,15.557901,2.822511,25.425365,7.56923,0,56.0
HD85512,55652.096,-9.59,-0.037684,6.2E-5,0.016447,0.00801,-5.029629,0.803104,0.155324,0.037687,0.707796,0.054064,0.083783,0.184896,-0.342567,0.185613,0.20245,0.202774,0.004117,0.373272,0.879753,3.37748,5.469868,3.4766,-36.773137,8.701623,0.455096,3.03039,21.420378,4.389048,0,56.0
HD85512,55580.355,-9.59,-0.037536,5.8E-5,0.016612,0.008337,-5.020964,0.784028,0.166093,0.024816,0.69792,0.046286,-0.008337,0.219491,-0.073873,0.210187,0.21683,0.284449,0.416631,0.294476,1.605257,4.064065,2.807856,2.152841,-16.27768,22.381934,18.267546,6.281308,7.526553,7.678372,0,56.0
HD85512,55225.18,-9.59,-0.037144,5.5E-5,0.018643,0.007272,-4.944473,0.666064,0.156573,0.029189,0.717362,0.045206,0.027811,0.201215,-0.004254,0.184143,0.905349,0.130976,0.094888,0.461063,2.666451,3.773349,-11.09623,38.651963,-23.224021,27.16507,-0.706691,5.47668,-1.640566,7.002762,0,56.0
HD85512,55657.175,-9.6,-0.037783,6.4E-5,0.016302,0.007904,-5.03337,0.812118,0.152132,0.040503,0.769728,0.053619,0.077046,0.230238,0.014748,0.201971,1.328675,0.284262,0.185491,0.21927,1.447505,3.623072,3.812584,2.068842,-14.512354,6.145185,17.474723,3.850452,17.652457,4.762267,0,56.0
HD85512,57477.06,-9.56,-0.037272,6.0E-5,0.016718,0.007021,-5.020745,0.782296,0.157213,0.02996,0.801109,0.048234,0.00822,0.178077,0.044213,0.194552,1.627349,0.210359,0.177927,0.224351,1.359088,3.320486,-19.394087,11.381945,-72.265478,18.895008,22.953826,4.985126,33.533754,7.912461,0,56.0
HD85512,57397.374,-9.57,-0.037245,6.4E-5,0.016658,0.007882,-5.022793,0.7969,0.145162,0.090252,0.806912,0.051131,0.171753,0.213305,-0.098399,0.201108,0.251343,0.20169,0.040596,0.285128,1.620765,3.985025,-2.141413,12.826016,-97.132613,5.343179,15.896575,2.250669,14.680005,11.373434,0,56.0
HD85512,56056.111,-9.6,-0.037447,6.3E-5,0.01533,0.009503,-5.081593,0.921409,0.164092,0.026393,0.730553,0.0494,0.167308,0.192827,-0.173588,0.244858,2.283212,0.228927,0.209405,0.429028,1.264127,3.531093,2.883919,2.603138,-9.337513,8.840315,9.152785,5.727083,15.740924,5.74071,0,56.0
HD85512,56089.951,-9.6,-0.037151,5.6E-5,0.015574,0.0099,-5.06415,0.895685,0.15063,0.017825,0.783325,0.046151,0.307578,0.26096,-0.007352,0.24243,0.482962,0.367084,0.424016,0.307298,2.39973,2.059539,-2.942534,15.761356,-12.148843,7.312267,11.459491,6.578517,2.535937,2.318328,0,56.0
HD85512,55897.253,-9.59,-0.03738,7.8E-5,0.016583,0.00669,-5.021183,0.784867,0.154626,0.038461,0.702931,0.056053,0.161115,0.172684,-0.060082,0.166201,2.35808,0.428877,0.147957,0.184745,2.596071,4.181403,0.879079,5.762358,-83.369053,8.260569,7.754053,2.190126,20.612296,12.802801,0,56.0
HD85512,57364.285,-9.56,-0.037419,6.4E-5,0.017268,0.006541,-4.996856,0.740502,0.175767,0.021753,0.8084,0.046709,0.248641,0.160619,0.040816,0.1714,0.166374,0.212098,0.140348,0.199377,1.631526,3.491591,-32.412904,98.070111,-45.27662,35.410359,14.516187,3.002825,9.141635,7.512881,0,56.0
HD85512,56732.074,-9.59,-0.037275,7.1E-5,0.012213,0.03643,,,0.165082,0.03619,0.716966,0.055049,-0.319928,0.983563,0.123818,0.807453,0.533059,0.217335,0.225085,0.257511,1.528368,3.451137,15.256565,3.11698,10.712814,2.078411,-0.814454,2.268829,9.425431,2.974779,0,56.0
HD85512,57458.023,-9.56,-0.037124,6.8E-5,0.017436,0.007727,-4.990922,0.730418,0.161582,0.038901,0.737169,0.040885,0.073256,0.232362,-0.031497,0.193655,0.339106,0.244313,0.147551,0.334121,1.114628,3.06763,-7.889496,27.053502,-78.534174,45.795084,5.036777,4.401486,14.842645,3.191564,0,56.0
HD85512,54779.372,-9.59,-0.037072,5.9E-5,0.020745,0.00696,-4.877906,0.575345,0.161242,0.04416,0.741855,0.041006,0.147857,0.169995,-0.008617,0.15957,0.456825,0.508345,0.235527,0.249678,1.395711,3.748438,-29.642187,50.287807,-97.850097,41.425122,2.928476,4.174574,38.797803,4.669478,0,56.0
HD85512,57475.09,-9.56,-0.0376,6.0E-5,0.016669,0.0086,-5.01947,0.793767,0.170235,0.032973,0.77274,0.049043,0.116379,0.152707,0.020689,0.224353,0.614,0.405804,0.267752,0.374253,1.495701,3.379331,-4.494189,1.923956,-23.345185,13.942982,8.51222,3.837169,4.880613,4.548611,0,56.0
HD85512,55614.261,-9.59,-0.037501,6.7E-5,0.018228,0.009451,-4.965805,0.714542,0.151093,0.034819,0.660657,0.041549,0.470015,0.233817,0.023797,0.216863,0.485428,0.275335,0.236846,0.352468,1.813674,4.059483,9.359519,8.231112,-27.002492,21.804829,8.733842,3.158482,10.113938,10.663646,0,56.0
HD85512,55631.235,-9.59,-0.037524,5.8E-5,0.015842,0.009815,-5.062741,0.889107,0.159924,0.041451,0.772568,0.04187,0.107036,0.176143,-0.003649,0.217072,0.835808,0.245797,0.365949,0.245716,0.036842,3.20484,1.472215,2.477757,-33.160344,19.831786,8.23288,3.617084,3.869947,3.576783,0,56.0
HD85512,55245.268,-9.59,-0.037832,6.3E-5,0.018644,0.007136,-4.946345,0.665877,0.154731,0.057831,0.746645,0.053699,0.189197,0.18478,0.043359,0.216217,0.209953,0.246748,0.147268,0.32289,2.067612,4.270807,-2.622405,13.390114,-144.18732,12.591397,13.302042,6.802761,5.29216,3.681273,0,56.0
HD85512,55233.131,-9.59,-0.037318,7.7E-5,0.018284,0.008747,-4.957083,0.700667,0.154592,0.033016,0.666396,0.05166,0.016862,0.186248,-0.355746,0.202798,0.03384,0.097229,0.149616,0.110731,1.372676,4.594689,-10.821267,14.317485,-60.326117,29.794422,16.124516,7.251081,8.721774,3.238526,0,56.0
HD85512,55238.316,-9.59,-0.037355,5.6E-5,0.018629,0.006114,-4.944596,0.66064,0.173893,0.050686,0.654001,0.037403,0.135794,0.177017,-0.064906,0.150309,0.260403,0.205321,0.271145,0.501242,0.932485,3.531641,-28.69737,30.383792,-40.607813,27.22724,46.102075,3.631692,28.909825,6.631119,0,56.0
HD85512,55237.294,-9.59,-0.037176,6.5E-5,0.019068,0.009594,-4.9249,0.663596,0.163372,0.042741,0.682891,0.030442,0.217074,0.2154,0.065096,0.225591,0.691175,0.215158,0.225341,0.303663,2.541109,4.286658,2.067742,5.327114,-22.923663,7.327711,25.934187,7.407449,29.292363,5.610733,0,56.0
